Artista,Ascolti,AscoltiFilter,TracceUniche,TracceUnicheFilter
Salut C'est Cool,5,3,4,3
Moussa,5,4,4,3
Moor Jewelry,5,5,1,1
The Narcotix,5,5,2,2
Suzanne Lindon,5,5,1,1
The Bongo Hop,5,4,3,3
Oliver Buckland,5,5,5,5
Graham Kartna,5,5,4,4
Hervé,5,5,5,5
SONIKKU,5,4,1,1
George Ka,5,5,3,3
Deborah de Luca,5,2,2,2
Discovery Zone,5,4,3,3
Stef,5,5,4,4
kuru,5,5,2,2
Camp Claude,5,5,3,3
桑原あい,5,2,2,1
Astral Flowers,5,3,1,1
Kaleb Di Masi,5,3,2,1
Tevvez,5,5,1,1
Destroy Boys,5,4,1,1
Clarence Clarity,5,0,1,0
Bratsch,5,5,3,3
Dr. Nelle Karajlic,5,4,5,4
Camille Hardouin,5,4,2,2
Szászcsávás Band,5,1,3,1
Guido Guidoboni Quintet,5,4,5,4
Valentina Magaletti,5,5,4,4
Oren Ambarchi,5,5,2,2
Pat Martino,5,5,1,1
Oliver Tree,5,1,3,1
Bryce Dessner,5,3,4,3
Fémina,5,5,3,3
Mariana Montalvo,5,5,2,2
Perotá Chingó,5,5,3,3
Coma Cinema,5,4,2,2
"Slaughter Beach, Dog",5,4,2,2
Heatmiser,5,5,4,4
Guerilla Toss,5,4,3,3
Seekae,5,4,3,2
NASKA,5,2,5,2
Great Lake Swimmers,5,5,1,1
Basia Bulat,5,5,3,3
Wallows,5,3,3,3
Soft Cell,5,5,1,1
Fievel Is Glauque,5,5,5,5
Montell Fish,5,4,2,2
The Sweet Enoughs,5,5,2,2
Noah Yorke,5,4,3,3
betcover!!,5,5,5,5
Läuten der Seele,5,4,1,1
Jesse the Faccio,5,4,3,3
Geolier,5,1,4,1
Daedelus,5,5,5,5
Izïa,5,5,1,1
Dorian Concept,5,5,4,4
Leith Ross,5,5,2,2
Kebnekaise,5,3,3,2
NOFX,5,3,4,3
All Them Witches,5,3,5,3
Tim Linghaus,5,5,3,3
Freedom to Fresh,5,5,5,5
Men I Trust,5,5,5,5
Hello Mimmi,5,3,3,2
(DANZƏ),5,4,1,1
birdshit,5,2,4,2
Getty,5,5,3,3
Kobaryo,5,4,3,3
Dora Jar,5,5,2,2
Athletic Progression,5,4,4,4
DAM81,5,3,3,3
Ashnikko,5,4,3,2
Varg²™,5,5,4,4
Plus-Tech Squeeze Box,5,2,4,2
Buffalo Daughter,5,5,3,3
Rodrigo Amarante,5,3,2,2
KAVARI,5,5,2,2
The Troggs,5,5,3,3
Quasi,5,5,5,5
monty.pk,5,4,1,1
feeble little horse,5,5,5,5
Cocki Mazzetti,5,5,5,5
Shuta Hasunuma,5,5,1,1
Saint Etienne,5,3,2,1
sora,5,5,3,3
John Glacier,5,5,4,4
Gracie Abrams,5,0,4,0
Nobukazu Takemura,5,5,4,4
Akano Blue,5,5,4,4
Simply Lofi,5,0,3,0
Jungle,5,4,2,2
Nuito,5,5,3,3
bôa,5,4,2,2
Lauren Auder,5,5,1,1
Kiss Facility,5,5,4,4
Basement Jaxx,5,4,1,1
Glitch Gum,5,5,5,5
Voice Actor,5,5,2,2
Las Historias,5,3,5,3
Manian,5,4,3,3
Chelsea Wolfe,5,4,2,2
Real Talk,5,3,4,3
Yussef Dayes,5,3,2,2
J Lord,5,5,5,5
Rose Villain,5,1,3,1
CostaHouse,5,0,2,0
Justo Betancourt,5,3,1,1
Vanessa James,5,3,3,2
Yung Hurn,5,4,1,1
TALI,5,4,1,1
Dons,5,4,1,1
Vintage Violence,5,1,4,1
Alessandra,5,4,1,1
Machine Time,5,5,1,1
DJ Gollum,5,3,3,2
The Cab,5,0,3,0
Xatzifrageta,5,5,5,5
MEZERG,5,5,3,3
bloque 53,5,3,1,1
Los Ases del Sourf,5,3,1,1
Ray Lema,5,5,1,1
Decoder Ring,5,5,4,4
Piotta,5,4,2,2
Lafawndah,5,4,4,3
Leslie Odom Jr.,5,3,4,3
Adèle Castillon,5,5,2,2
Myra,5,5,4,4
Re-Style,5,4,2,2
Ian Carey Project,5,5,1,1
Basstrologe,5,3,2,1
Frontliner,5,2,4,2
BigXthaPlug,5,4,4,4
Key Glock,5,5,5,5
PAIN,5,5,5,5
Jacqueline Taieb,5,5,4,4
Daniel Caesar,5,4,4,4
Norma Tanega,5,5,3,3
Elektel,5,5,3,3
GROUPLOVE,5,1,1,1
Steph Strings,5,2,2,2
Vera Blue,5,5,3,3
Ghost-Note,5,5,4,4
Maxime Rodriguez,5,4,4,4
Abreu Project,5,0,1,0
FUCKYOURCLIQUE,5,1,2,1
Racing Mount Pleasant,5,5,5,5
Rosie O'Donnell,5,5,1,1
Mon Rivera,5,5,2,2
Ismael Rivera Y Sus Cachimbos,5,5,3,3
Tabaco y Su Sexteto,5,5,1,1
Andy Harlow,5,5,3,3
4 Non Blondes,5,5,1,1
La Tropa Vallenata,5,4,4,4
Modest Mouse,4,3,3,2
Dads,4,0,3,0
Tiny Moving Parts,4,0,3,0
Eternity Forever,4,3,1,1
Rupert Holmes,4,1,1,1
Dr. Dog,4,4,3,3
Collapse Under The Empire,4,3,3,3
Baby K,4,3,2,2
Ian Anderson,4,4,4,4
Carnifex,4,1,2,1
Amaranthe,4,2,3,2
Peter Bjorn and John,4,2,2,1
Grand Funk Railroad,4,3,2,2
The Mothers Of Invention,4,3,3,2
Sea in the Sky,4,1,2,1
Adebisi Shank,4,2,4,2
Fine Before You Came,4,4,4,4
Generic Animal,4,3,4,3
Quercia,4,2,3,2
Agent Fresco,4,3,3,3
I Am Waiting for You Last Summer,4,4,3,3
Kool & The Gang,4,2,4,2
Kaoma,4,3,1,1
Dropkick Murphys,4,2,4,2
Nomadi,4,2,3,2
Vasco Rossi,4,1,4,1
Phil Harris,4,1,1,1
PFM,4,3,4,3
Nicolai Ghiaurov,4,4,3,3
Coal Chamber,4,3,4,3
Machine Head,4,2,4,2
Evan Brewer,4,4,2,2
The Aristocrats,4,3,4,3
Don Henley,4,3,3,3
Davide Van De Sfroos,4,0,3,0
Mild High Club,4,4,2,2
Dolcenera,4,0,2,0
Quintorigo,4,1,2,1
Dual Sessions,4,2,1,1
Gaetano Gaspari,4,4,4,4
Three Dog Night,4,2,4,2
Max Pezzali,4,0,2,0
Troye Sivan,4,3,4,3
Halsey,4,1,4,1
Judy Kuhn,4,1,2,1
Arlo Guthrie,4,3,4,3
Galaxie 500,4,4,3,3
Taio Cruz,4,2,1,1
JUNIOR CALLY,4,3,4,3
Sfera Ebbasta,4,2,3,2
Charlie Charles,4,2,4,2
Phosphorescent,4,3,2,2
Bruno Filippini,4,0,3,0
Kudasaibeats,4,2,2,1
Wham!,4,2,3,2
Perry Como,4,4,3,3
"""Weird Al"" Yankovic",4,0,3,0
Faces,4,4,4,4
Arch Enemy,4,4,3,3
Sleepy Dog,4,4,3,3
OMFO,4,3,2,2
Uri Brener,4,1,2,1
Bobby Vinton,4,4,3,3
A Tribe Called Quest,4,1,3,1
Finntroll,4,3,1,1
Alfio Antico,4,2,1,1
Craig Armstrong,4,3,3,3
The Waterboys,4,2,2,1
Kyotaro&Rikuo,4,2,3,2
Arnoldo Foà,4,3,3,3
Dio,4,4,4,4
Heart,4,3,2,2
Huey Lewis & The News,4,3,2,2
Skream,4,3,4,3
Fedde Le Grand,4,4,4,4
Mystic-Force,4,4,3,3
Kevin Ayers,4,2,4,2
Inti-Illimani,4,4,4,4
Gemelli Diversi,4,3,4,3
Ólavur Jákupsson,4,3,1,1
Feather Beds,4,1,2,1
Samla Mammas Manna,4,1,4,1
Evgeny Grinko,4,3,4,3
The Human League,4,2,2,2
Visage,4,2,1,1
Audiomatic,4,4,4,4
Annie Lennox,4,1,3,1
Moscow Conservatory Chamber Orchestra,4,3,4,3
Bonnie Prince Billy,4,4,3,3
Count Basie,4,3,4,3
Afterhours,4,3,3,3
Jr. Walker & The All Stars,4,3,3,2
Curtis Mayfield,4,2,3,1
Frankie Valli & The Four Seasons,4,3,4,3
Devin Townsend Project,4,3,4,3
Interpol,4,2,3,2
The Smashing Pumpkins,4,4,3,3
Tears For Fears,4,4,2,2
Wanda Jackson,4,3,3,3
Townes Van Zandt,4,4,3,3
Merit Hemmingson,4,3,3,2
Olbaid,4,1,3,1
The Modern Lovers,4,2,2,1
Mark Ronson,4,2,2,1
Lindsey Buckingham,4,2,2,1
Phil Keaggy,4,0,3,0
Johannes Bornlöf,4,3,3,2
Susanne Sundfør,4,3,4,3
"Blood, Sweat & Tears",4,4,3,3
Carlo Bergonzi,4,1,3,1
Offlaga Disco Pax,4,1,4,1
CIMINI,4,1,2,1
The Rockorchestra,4,1,1,1
The Move,4,2,4,2
Jeff Lorber Fusion,4,4,3,3
Jeff Lorber,4,2,2,2
Brusco,4,4,4,4
DJ Antoine,4,2,4,2
Anna Kendrick,4,0,4,0
Lisa Gerrard,4,3,3,2
The Pretty Things,4,3,4,3
Carla Bley,4,1,3,1
Luciano Pavarotti,4,1,3,1
ZZ Top,4,0,4,0
Morton Feldman,4,0,4,0
Raoul Casadei,4,2,3,2
The Drums,4,2,4,2
Edoardo Vianello,4,3,3,2
Jeroen van Veen,4,0,4,0
Joshua Redman,4,2,2,2
Thelonious Monk Septet,4,1,2,1
Alphaville,4,4,2,2
Kris Bowers,4,0,4,0
2Pac,4,3,2,2
Träd Gräs Och Stenar,4,3,3,3
Ulver,4,2,2,2
Lang Lang,4,3,2,2
Aldo Ciccolini,4,3,3,3
Baaba Maal,4,3,2,2
English Chamber Orchestra,4,2,2,2
Thirty Seconds To Mars,4,3,3,2
Fred De Palma,4,0,4,0
Franz Danzi,4,4,4,4
Irama,4,1,4,1
Glenn Gould,4,3,2,2
5MIINUST,4,3,2,1
Nobraino,4,3,2,2
Andrew Oldham Orchestra,4,1,1,1
Nerve,4,2,3,2
Japanese Breakfast,4,3,4,3
JJ Grey & Mofro,4,1,3,1
Orelsan,4,3,4,3
Chet Faker,4,4,3,3
Cornershop,4,4,3,3
Jamie Cullum,4,4,3,3
Felix Laband,4,4,2,2
Choro Das 3,4,4,3,3
Daniel Deluxe,4,3,4,3
Moses Boyd,4,4,1,1
The Carstairs,4,4,2,2
The Lorelei,4,4,4,4
Kikagaku Moyo,4,2,2,1
Greg Ward & 10 Tongues,4,3,1,1
Bob Curnow's L.A. Big Band,4,4,4,4
Anime,4,3,3,2
Alice Coltrane,4,4,4,4
Slovak Radio Symphony Orchestra,4,4,4,4
Sloth & Turtle,4,0,4,0
W.C. Handy,4,4,1,1
ScHoolboy Q,4,2,3,2
Riccardo Cocciante,4,3,2,2
Franky ‘Fastfingers’ Flint,4,4,4,4
Peru Music Ensemble,4,4,4,4
Ragtime Music Unlimited,4,2,3,2
Matia Bazar,4,3,3,2
Barrett Strong,4,3,2,2
Daniel Lazo,4,0,1,0
El Michels Affair,4,3,4,3
Oatmello,4,2,3,2
Jim Reeves,4,3,1,1
Scott Cotton,4,3,4,3
Peter Sarstedt,4,4,1,1
George Baker Selection,4,4,2,2
Víkingur Ólafsson,4,4,4,4
Forest Swords,4,4,2,2
Alessandro Scarlatti,4,2,2,1
Bill Doggett,4,0,4,0
Train,4,2,2,1
Murcof,4,4,2,2
Howard Shore,4,2,4,2
Louie Ramirez,4,4,3,3
Mort Garson,4,3,4,3
"Royce Da 5'9""",4,3,2,1
Illinois Jacquet,4,4,2,2
Martyn Bennett,4,1,2,1
Salif Keita,4,4,3,3
Derek Fiechter,4,2,3,1
Uyama Hiroto,4,1,4,1
Trio Mocoto,4,2,3,2
Ternipe,4,3,3,3
Vulfpeck,4,3,3,3
Olivier Messiaen,4,4,4,4
Jazz At Lincoln Center Orchestra,4,1,3,1
Chorus Friends,4,0,1,0
Cisco,4,3,1,1
Van Canto,4,3,2,2
Cachao,4,3,3,3
Michael Maas,4,0,2,0
Collectivity,4,4,1,1
Baden Powell,4,4,4,4
Nik Davies,4,4,3,3
Willie Bobo,4,3,3,3
Oumou Sangaré,4,2,3,2
Beoga,4,4,4,4
Liliana Sorrentino,4,0,1,0
Dick Van Dyke,4,2,4,2
paniyolo,4,4,1,1
bohemianvoodoo,4,4,3,3
Shigeru Umebayashi,4,3,2,1
Ott,4,3,3,2
Zanon,4,4,2,2
Max Baillie,4,1,2,1
Acquaragia Drom,4,3,2,2
Lajkó Félix,4,4,4,4
Apparatschik,4,2,2,2
City Of Birmingham Symphony Orchestra,4,4,3,3
Helsingborg Symphony Orchestra,4,4,3,3
Gewandhausorchester,4,4,3,3
Mr. Big,4,4,4,4
Odetta,4,2,3,1
Julian Lage & Chris Eldridge,4,2,1,1
Gypsy Jazz Caravan,4,1,1,1
Benny Anderssons Orkester,4,1,1,1
Diknu Schneeberger,4,1,1,1
Rune Tonsgaard Sorensen,4,2,1,1
Alexandre Tharaud,4,2,1,1
Jinsang,4,2,3,2
potsu,4,4,4,4
Martin Kohlstedt,4,3,3,2
Atahualpa Yupanqui,4,3,3,3
Kristjan Järvi,4,3,1,1
William Boyce,4,2,1,1
Frantz Casseus,4,1,1,1
Pooh,4,2,3,1
Bülent Ortaçgil,4,2,1,1
Bert Dockx,4,2,1,1
Mark Lanegan,4,2,1,1
Nino Ferrer,4,2,1,1
Middle Of The Road,4,3,1,1
Binker and Moses,4,2,1,1
Jason Schwartzman,4,1,2,1
Carlos Vives,4,1,4,1
David Essex,4,2,1,1
Giorgio Canali,4,4,3,3
Marc Ribot,4,4,1,1
Agustín Lara,4,3,4,3
Talco,4,3,4,3
Master KG,4,1,1,1
Louane,4,1,3,1
Django Reinhardt NY Festival Allstars,4,0,1,0
BROCKBEATS,4,4,4,4
Joel Corry,4,2,2,1
Jason Derulo,4,1,3,1
David Robertson,4,3,3,2
La rappresentante di lista,4,3,4,3
Tom Misch,4,4,3,3
Leyla McCalla,4,4,2,2
Emil František Burian,4,4,4,4
Bunny Boy,4,3,3,3
Ekcle,4,4,4,4
LaBrassBanda,4,1,4,1
Mark Keali'i Ho'omalu,4,4,3,3
CeeLo Green,4,1,1,1
Paul Hindemith,4,2,3,1
Bebe,4,2,4,2
Ricardo Lemvo,4,4,2,2
Bryan Ferry,4,0,2,0
Giacomo Meyerbeer,4,3,2,2
Los Tigres Del Norte,4,0,4,0
Yuli Lavrénov,4,2,4,2
Fabiano do Nascimento,4,1,3,1
McCoy Tyner,4,4,1,1
Hank Jones,4,4,2,2
Johnny Hodges,4,4,2,2
Hot Hot Heat,4,2,2,1
Metric,4,3,2,1
The Walkmen,4,3,2,1
Isaac Delusion,4,3,1,1
Thomas Dutronc,4,4,2,2
Dick Annegarn,4,3,1,1
Julie Delpy,4,4,1,1
Oceans Ate Alaska,4,3,2,2
The New York Philharmonic Orchestra,4,4,1,1
WHIPPED CREAM,4,4,4,4
N.A.I.P.,4,2,3,2
Zoungla,4,4,4,4
Wendo Kolosoy,4,4,1,1
Gnonnas Pedro,4,4,2,2
The Horrible Porno Stuntmen,4,3,2,2
Govinda,4,4,4,4
Franz Xaver Gruber,4,4,4,4
Ola Gjeilo,4,4,3,3
George FitzGerald,4,2,2,1
Electric Guest,4,3,3,2
Glass Animals,4,1,3,1
Choi Seung-hyun,4,1,4,1
심현정,4,0,4,0
Argent,4,1,1,1
Scarda,4,3,1,1
Jimmy Scott,4,4,2,2
Sokratis Malamas,4,4,4,4
Belik Boom,4,4,3,3
Mad Maxx,4,4,2,2
Tok Tok Tok,4,1,2,1
Nancy Wilson,4,3,2,2
!Noj,4,4,4,4
Lofi Coffee,4,4,4,4
CaliCronk,4,4,4,4
Enoki,4,4,4,4
instant era,4,4,4,4
RINZ.,4,4,4,4
Out of Orbit,4,4,3,3
Niccolò Fabi,4,1,2,1
Arleta,4,4,3,3
Lord Kitchener,4,3,3,3
Alexina Louie,4,1,4,1
Charles Aznavour,4,2,2,2
Clap Your Hands Say Yeah,4,2,4,2
Toquinho,4,4,4,4
Ambroise Thomas,4,4,1,1
Mo' Horizons,4,3,2,2
Angela Gheorghiu,4,4,3,3
Andrés Calamaro,4,1,1,1
Kadinja,4,2,3,2
Village,4,4,2,2
Masterplan,4,3,2,2
claire rousay,4,3,2,2
Max Romeo,4,3,2,2
The Singing Nun (Soeur Sourire),4,2,2,2
Manduka,4,0,1,0
Cuervo Cuervo,4,3,2,2
Yael Naim,4,3,4,3
Joaquín Cornejo,4,4,3,3
Eleni Karaindrou,4,3,4,3
Mary Lattimore,4,4,2,2
Xzibit,4,3,2,2
Bob Sinclar,4,1,3,1
Armand Van Helden,4,3,2,2
Charles Pasi,4,3,3,2
Astrid Hadad,4,2,2,2
The Mariachis,4,2,2,1
Olivia Belli,4,4,2,2
mxmtoon,4,3,3,2
Pau Vallvé,4,3,2,2
Dinamarca,4,4,2,2
Sophie Hutchings,4,4,3,3
L'Arpeggiata,4,1,1,1
Meth Math,4,3,2,2
The Soft Moon,4,3,1,1
Bettina Maureenji,4,4,2,2
Freedom Café,4,3,3,2
Emma Peters,4,1,3,1
Jeremiah Fraites,4,2,2,2
Show Me the Body,4,0,3,0
Azealia Banks,4,2,4,2
Myd,4,2,3,2
Kilo Kish,4,3,3,3
The Lazy Jesus,4,1,1,1
Mariá Portugal,4,2,2,2
ミドリ,4,1,3,1
Dan Sonora,4,4,2,2
TAXI KEBAB,4,4,3,3
Lydia Képinski,4,4,3,3
I Am Robot And Proud,4,4,3,3
Nilotika Cultural Ensemble,4,4,4,4
Juçara Marçal,4,3,3,3
Cuerdas Colombianas,4,4,4,4
Allie X,4,3,3,2
Summoning,4,4,2,2
Corneille,4,3,2,2
Kasír,4,4,3,3
Pan Daijing,4,4,2,2
Joy Orbison,4,4,2,2
Maud Geffray,4,4,3,3
Lone,4,4,3,3
Vivir Quintana,4,4,4,4
Aociz,4,4,2,2
Half Moon Run,4,4,4,4
Maeve Mackinnon,4,2,2,2
SALVALAI,4,4,3,3
Organ Tapes,4,4,2,2
Indian Wells,4,3,2,2
Crapface,4,4,3,3
OddKidOut,4,4,4,4
IMANU,4,4,4,4
Tao H,4,4,1,1
Ben LaMar Gay,4,3,2,2
Bondax,4,4,3,3
Kitty,4,4,2,2
Adele,4,3,2,2
jenny nuo,4,3,1,1
Jealous of the Birds,4,4,2,2
Annika Rose,4,4,1,1
Cottonwood Firing Squad,4,3,1,1
Anne Sila,4,4,1,1
Here At Last,4,2,1,1
Kacy & Clayton,4,3,2,2
Tōth,4,4,1,1
Fog Lake,4,4,4,4
LustSickPuppy,4,3,4,3
Mach-Hommy,4,3,4,3
duendita,4,4,4,4
Tonstartssbandht,4,4,2,2
The Surrealist,4,4,3,3
Fonola Band,4,3,1,1
Ricky Eat Acid,4,4,3,3
Lucia Fumero,4,4,4,4
Rouquine,4,4,4,4
Guts,4,3,3,3
Lonny,4,4,4,4
Cumbiasound,4,3,3,3
Xandria,4,3,3,3
Carioca,4,4,2,2
Pierre Rousseau,4,4,3,3
N0THANKY0U,4,2,3,1
JACKIE EXTREME,4,3,3,3
Little People,4,4,4,4
DJ Re:Code,4,4,4,4
Keeley Forsyth,4,4,4,4
Rhove,4,3,1,1
Josin,4,2,2,2
Button Maker,4,4,3,3
Sevdaliza,4,4,4,4
Parachute Day,4,3,3,2
Prince Fatty,4,3,2,2
MALEDUCAZIONE ALCOLICA,4,3,1,1
Kurt Rosenwinkel,4,4,1,1
Jonathan Kreisberg,4,3,2,2
Amynedd,4,2,1,1
D-Ceptor,4,3,3,2
Arrow,4,0,1,0
Film Noir,4,2,1,1
grape milk,4,4,3,3
Shara Worden,4,4,2,2
Alan Gogoll,4,4,2,2
illuminati hotties,4,3,4,3
Said The Whale,4,4,1,1
Enji,4,4,3,3
Rareș,4,3,4,3
Anna Nalick,4,4,1,1
Joyful Joyful,4,4,1,1
Bo Burnham,4,4,3,3
shya,4,4,2,2
Ghost and Pals,4,4,2,2
Samuel Marklee,4,4,1,1
Indolore,4,4,1,1
Cursive,4,4,1,1
Bruno Pernadas,4,4,3,3
desert sand feels warm at night,4,4,4,4
Juniore,4,4,3,3
Baptiste W. Hamon,4,4,1,1
tv room,4,4,3,3
Mallrat,4,3,3,2
six impala,4,4,3,3
Chris Staples,4,3,3,3
High Sunn,4,4,1,1
Luis Fonsi,4,1,2,1
Los Palmeras,4,0,3,0
Manuel Gardner Fernandes,4,4,3,3
Jaime Guardia,4,4,3,3
Lonepsi,4,4,1,1
Patricia Wolf,4,4,1,1
Kenji Endo,4,4,4,4
Wolf Alice,4,4,2,2
Yowler,4,4,3,3
The Funky Knuckles,4,3,3,3
Viagra Boys,4,4,3,3
Panchiko,4,3,2,2
Fontaines D.C.,4,4,4,4
Tate McRae,4,3,1,1
Swedish House Mafia,4,1,4,1
Angelmaker,4,1,1,1
Noah And The Whale,4,4,4,4
Viva Belgrado,4,3,4,3
MAVI,4,4,3,3
Junip,4,3,3,2
Zekk,4,3,3,2
Mitomoro,4,4,2,2
C-Show,4,4,2,2
DJ Genki,4,4,2,2
VALENTINE,4,1,1,1
glaive,4,3,4,3
Luca Turilli (Band),4,3,4,3
Mk.gee,4,4,1,1
Catching Flies,4,3,3,3
Godfrid Angelic Paladin,4,4,4,4
Lanyard,4,3,2,2
RIVKA,4,4,1,1
フレネシ,4,4,2,2
Nailah Hunter,4,4,3,3
Baroque Festival Orchestra,4,3,3,3
I Musici Di San Marco,4,4,4,4
La Playa Sextet,4,4,4,4
Crimson Haze,4,4,4,4
Jiyagi,4,4,4,4
Genevieve Artadi,4,4,3,3
Little Tony,4,4,3,3
Dave,4,3,3,3
Wednesday,4,4,1,1
Tony Molina,4,4,2,2
Horse Jumper of Love,4,3,3,3
Slow Pulp,4,4,3,3
Disco Lines,4,4,2,2
Peter Breiner,4,4,4,4
The Beths,4,4,3,3
Bogdan Raczynski,4,2,3,2
Yirama,4,4,2,2
Angelo Famao,4,0,1,0
Hadouk Trio,4,4,4,4
Steve Lacy,4,3,4,3
Trencito de los Andes,4,2,2,2
Bulgarian Television,4,4,4,4
Rozie Ramati,4,4,2,2
Hatis Noit,4,3,1,1
tstewart,4,4,2,2
Velasquez,4,3,3,3
Kim Carnes,4,3,1,1
FolkaMiseria,4,4,3,3
Mikalojus Konstantinas Čiurlionis,4,3,1,1
Nxdia,4,4,1,1
Kiki Rockwell,4,3,3,3
Cardi B,4,3,4,3
Dissection,4,3,1,1
Ayla Nereo,4,3,4,3
Montee,4,3,2,2
To Athena,4,3,2,2
Emei,4,3,3,2
Gente De Zona,4,2,1,1
Mars Red Sky,4,2,3,2
Aloïse Sauvage,4,4,1,1
Minuit Machine,4,3,4,3
Second Still,4,4,4,4
Olly Alexander (Years & Years),4,3,1,1
Silvester Belt,4,3,2,2
Silia Kapsis,4,4,1,1
Nebulossa,4,3,1,1
Teya Dora,4,4,1,1
Hera Björk,4,2,1,1
ヨルシカ,4,4,4,4
和ぬか,4,2,1,1
Fantasy Project feat. NDA,4,2,1,1
bar italia,4,4,3,3
El Combo Dominicano,4,4,2,2
Else,4,4,3,3
Funky Times,4,4,3,3
Eduardo Moreno & Okocán,4,4,1,1
Miink,4,1,1,1
Hotel Ugly,4,4,2,2
Yellow Pvnk,4,4,3,3
Titoffee,4,1,3,1
TroyBoi,4,3,2,2
Petar Liondev,4,3,1,1
Dragostin Folk National,4,2,1,1
Marko Louis,4,2,1,1
Cacao Mental,4,3,2,2
Freddie Gibbs,4,2,2,2
N'Gou Bagayoko,4,4,3,3
Paola Decanini,4,3,3,3
The Interrupters,4,4,3,3
Mothership,4,4,2,2
Nai Palm,4,3,3,3
Stephanie Beatriz,4,0,1,0
kahnji,4,4,1,1
COUTURIER,4,4,1,1
Odium,4,3,3,2
Sola Guinto,4,4,2,2
HYPER MOOD,4,2,1,1
LUNAX,4,4,3,3
Valexus,4,3,1,1
Aeverium,4,4,4,4
JKRS,4,3,3,2
Macon,4,4,3,3
Alok,4,2,2,2
Mashmex,4,4,2,2
Miss Bashful,4,4,4,4
The Rasmus,4,3,1,1
Caramella Girls,4,4,2,2
Club Dogo,4,4,3,3
ElGrandeToto,4,4,4,4
Darío Poletti,4,3,2,2
I Calanti,4,3,3,2
Slovak State Philharmonic Orchestra,4,0,1,0
Do It Later,4,2,4,2
Cassius,4,4,2,2
Caesars,4,3,2,2
Coolio,4,4,2,2
Malaa,4,4,3,3
Darktek,4,3,2,2
Antonio Banderas,4,3,2,2
Starsmith,4,3,1,1
Le Feste Antonacci,4,3,3,2
caroline,4,3,3,3
Lubiana,4,3,2,2
Salvia,4,4,4,4
Aldolà Chivalà,4,1,3,1
Kodaman,4,2,4,2
Inna Cantina,4,4,4,4
Madcon,4,3,1,1
Nourished by Time,4,3,3,2
Cantoscena,4,2,3,2
AFØNK,4,4,4,4
Cobrah,4,3,4,3
Ho99o9,4,4,4,4
BEN plg,4,4,4,4
True Blue,4,4,3,3
La Mòssa,4,2,3,2
Cheska Moore,4,3,4,3
Hyoo,4,4,2,2
Johnny Foreigner,4,4,3,3
Lucianblomkamp,4,4,1,1
Rings of Saturn,4,3,3,3
notinbed,4,2,2,2
Jimmy Bosch,4,4,3,3
MARIANA Y LA MAKYNARIA,4,4,3,3
Alberto Rabagliati,4,1,2,1
Davyboi,4,0,4,0
nayt,4,2,3,2
Puya,4,1,4,1
Fonzi Cruz,4,4,4,4
Todiefor,4,2,2,2
Lebrón Brothers,4,3,2,2
Los Sander's de Ñaña,4,4,4,4
Myst,4,4,4,4
Los Walkers,4,2,2,2
Luna,4,2,1,1
CYBEREALITYライフ,3,1,3,1
Noyz Narcos,3,2,3,2
Vincent McCreith,3,1,2,1
Extreme Music,3,0,3,0
Hail The Sun,3,3,2,2
Periphery,3,3,2,2
Bing & Ruth,3,3,2,2
Tony Levin,3,0,2,0
The Five Stairsteps,3,0,3,0
Dead Kennedys,3,1,2,1
Mason,3,0,2,0
Bonnie Banane,3,2,3,2
Banda Caio Rodriguez,3,3,2,2
Oliver Koletzki,3,1,3,1
Chris Stapleton,3,3,3,3
Scott Hamilton,3,2,3,2
Ranges,3,3,3,3
U137,3,3,3,3
Snow Patrol,3,0,2,0
Chelsea Grin,3,1,3,1
my bloody valentine,3,3,3,3
A$AP Mob,3,0,1,0
Celldweller,3,2,2,1
The Bangles,3,1,3,1
Demilich,3,2,3,2
Asking Alexandria,3,3,2,2
Pegboard Nerds,3,1,3,1
MAIOLE,3,0,3,0
University of Rochester YellowJackets,3,0,1,0
Benny Benassi,3,3,3,3
The Chordettes,3,0,2,0
Uzeda,3,0,2,0
Colombre,3,3,3,3
White Moth Black Butterfly,3,3,3,3
Toby Fox,3,2,3,2
Motörhead,3,0,1,0
Erutan,3,2,2,2
Jeremy Ng,3,3,1,1
Tom T. Hall,3,2,3,2
Malika Ayane,3,2,3,2
Ivanhoe,3,0,3,0
Bark Psychosis,3,1,2,1
Return To Forever,3,3,2,2
Emilie-Claire Barlow,3,0,1,0
Tides From Nebula,3,2,2,2
Crippled Black Phoenix,3,1,3,1
Gerry Rafferty,3,3,2,2
Mutiny On The Bounty,3,0,2,0
Nick Johnston,3,3,3,3
Toska,3,3,2,2
Bad Wolves,3,1,1,1
Barcelona Gipsy balKan Orchestra,3,2,3,2
Humble Pie,3,2,3,2
Level 42,3,3,2,2
Klaus Badelt,3,3,3,3
Flying Colors,3,2,2,2
Trio De Janeiro,3,3,1,1
Don Omar,3,2,2,2
Yellow Days,3,3,2,2
Ariel Pink,3,2,3,2
Miguel,3,1,1,1
Darso,3,0,1,0
Kotek,3,3,3,3
Thrashback,3,3,3,3
Francesco Geminiani,3,1,2,1
Aloe Blacc,3,1,3,1
Ned's Atomic Dustbin,3,1,2,1
Antonio Buzzolla,3,3,2,2
Raimondo Boucheron,3,3,2,2
Kadebostany,3,2,2,1
Leopold Stokowski,3,2,3,2
Lemon Jelly,3,3,3,3
Steve Gold,3,2,3,2
Jónsi & Alex,3,3,2,2
Lory,3,0,2,0
